#Creator: pendulumviewEventBuffer
#Creation time: Sat Apr 16 18:07:12 2011
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
28.717	580	28.743	516
28.767	580	28.793	513
28.819	580	28.844	506
28.869	579	28.894	491
28.920	579	28.946	495
28.970	580	28.996	502
29.021	581	29.047	509
29.072	579	29.097	518
29.123	580	29.148	527
29.173	579	29.199	540
29.224	582	29.250	552
29.274	581	29.300	565
29.325	584	29.351	579
29.376	581	29.401	593
29.427	579	29.452	602
29.477	580	29.503	617
29.528	576	29.554	618
